AAPL, AMZN, GOOG, MSFT, NVDA, return, volatility, sharp ratio, 
0.091802, 0.172395, 0.361354, 0.142706, 0.231743, 0.570820, 0.226279, 2.329959, 
0.165248, 0.308917, 0.050200, 0.017800, 0.457835, 0.719909, 0.278574, 2.427758, 
0.270641, 0.345720, 0.031132, 0.083696, 0.268810, 0.540862, 0.227208, 2.188572, 
0.155550, 0.361967, 0.347333, 0.071598, 0.063552, 0.430972, 0.209768, 1.846667, 
0.043599, 0.382591, 0.153043, 0.361199, 0.059568, 0.426140, 0.204202, 1.873336, 
0.276581, 0.051109, 0.048836, 0.304424, 0.319050, 0.559310, 0.224753, 2.294561, 
0.148378, 0.372949, 0.034358, 0.384423, 0.059893, 0.390532, 0.195692, 1.772843, 
0.147244, 0.316087, 0.068674, 0.150688, 0.317308, 0.607632, 0.241005, 2.340336, 
0.141771, 0.083767, 0.410377, 0.179334, 0.184750, 0.520252, 0.214002, 2.227332, 
0.196603, 0.250154, 0.095836, 0.150385, 0.307021, 0.587340, 0.232603, 2.337635, 
0.137692, 0.175146, 0.280865, 0.255715, 0.150582, 0.483549, 0.203274, 2.164317, 
0.044319, 0.308222, 0.355050, 0.114399, 0.178009, 0.545284, 0.227594, 2.204291, 
0.191512, 0.250467, 0.102442, 0.228873, 0.226706, 0.521353, 0.213980, 2.232696, 
0.131486, 0.338065, 0.171446, 0.205398, 0.153605, 0.487295, 0.210253, 2.110296, 
0.178664, 0.336360, 0.233378, 0.141240, 0.110358, 0.449461, 0.204346, 1.986146, 
0.016849, 0.526373, 0.038836, 0.175099, 0.242842, 0.583792, 0.248570, 2.173198, 
0.010823, 0.323207, 0.014199, 0.393070, 0.258701, 0.577914, 0.235175, 2.271986, 
0.473057, 0.027601, 0.151976, 0.140108, 0.207258, 0.438426, 0.201286, 1.961517, 
0.179440, 0.218790, 0.296130, 0.265309, 0.040331, 0.388118, 0.190122, 1.812093, 
0.157333, 0.048160, 0.042324, 0.406050, 0.346133, 0.603893, 0.235415, 2.380018, 
0.236805, 0.129002, 0.265682, 0.069166, 0.299345, 0.584380, 0.229453, 2.356826, 
0.276986, 0.057924, 0.204705, 0.299764, 0.160622, 0.445776, 0.193048, 2.083300, 
0.045389, 0.397152, 0.120044, 0.059236, 0.378178, 0.691911, 0.269512, 2.405495, 
0.263908, 0.193460, 0.276889, 0.027421, 0.238322, 0.534578, 0.219537, 2.236418, 
0.134785, 0.384144, 0.282197, 0.002286, 0.196588, 0.540919, 0.229693, 2.165150, 
0.269344, 0.159092, 0.197641, 0.311674, 0.062249, 0.371884, 0.182006, 1.803700, 
0.050379, 0.091114, 0.254798, 0.417119, 0.186589, 0.520183, 0.208830, 2.282160, 
0.032576, 0.235573, 0.204437, 0.308239, 0.219175, 0.557022, 0.221696, 2.315886, 
0.000597, 0.319357, 0.191989, 0.113157, 0.374900, 0.700194, 0.266675, 2.462149, 
0.214989, 0.107968, 0.321913, 0.201117, 0.154014, 0.471156, 0.200944, 2.127738, 
0.141282, 0.173458, 0.250929, 0.259913, 0.174419, 0.499055, 0.205704, 2.214131, 
0.086932, 0.204816, 0.410990, 0.258098, 0.039164, 0.418175, 0.201650, 1.857545, 
0.037341, 0.373712, 0.131384, 0.265298, 0.192265, 0.535893, 0.224164, 2.196125, 
0.232300, 0.240081, 0.391917, 0.010600, 0.125102, 0.463552, 0.211129, 1.989084, 
0.231271, 0.014077, 0.073424, 0.505513, 0.175714, 0.446890, 0.195497, 2.062891, 
0.048577, 0.144545, 0.205937, 0.299581, 0.301361, 0.615806, 0.234062, 2.444674, 
0.331342, 0.117808, 0.163523, 0.294302, 0.093026, 0.378188, 0.182562, 1.832732, 
0.025102, 0.420657, 0.308586, 0.000756, 0.244899, 0.609129, 0.249995, 2.262159, 
0.472168, 0.040503, 0.141629, 0.024735, 0.320965, 0.534405, 0.227339, 2.158916, 
0.247998, 0.244561, 0.043554, 0.208978, 0.254909, 0.526411, 0.217519, 2.219622, 
0.117626, 0.276838, 0.188794, 0.158413, 0.258328, 0.575364, 0.228358, 2.328638, 
0.337327, 0.232448, 0.088200, 0.179239, 0.162785, 0.436171, 0.196876, 1.994003, 
0.030887, 0.205542, 0.415891, 0.262985, 0.084696, 0.468018, 0.209974, 2.021289, 
0.008790, 0.276379, 0.066987, 0.370579, 0.277265, 0.596680, 0.236167, 2.341902, 
0.207307, 0.159304, 0.182772, 0.278823, 0.171794, 0.474380, 0.199423, 2.160128, 
0.143420, 0.461362, 0.139560, 0.233351, 0.022308, 0.380597, 0.201341, 1.673767, 
0.258215, 0.223142, 0.320862, 0.133558, 0.064222, 0.396744, 0.193792, 1.822278, 
0.276693, 0.119881, 0.288958, 0.021666, 0.292801, 0.573404, 0.228648, 2.317117, 
0.227610, 0.088501, 0.177312, 0.061078, 0.445499, 0.694913, 0.263466, 2.472092, 
0.197671, 0.049900, 0.077060, 0.263162, 0.412206, 0.656531, 0.251199, 2.440020, 
0.390316, 0.128855, 0.206079, 0.178184, 0.096565, 0.376239, 0.185567, 1.792560, 
0.316398, 0.161581, 0.234027, 0.037328, 0.250666, 0.526825, 0.217429, 2.222447, 
0.245272, 0.294827, 0.139558, 0.228634, 0.091709, 0.405560, 0.191839, 1.886789, 
0.221206, 0.180403, 0.228460, 0.166255, 0.203676, 0.506232, 0.208488, 2.218986, 
0.138531, 0.218355, 0.193327, 0.207629, 0.242157, 0.553308, 0.219911, 2.317791, 
0.116475, 0.052003, 0.384673, 0.179526, 0.267323, 0.588855, 0.228255, 2.388792, 
0.320059, 0.060325, 0.364396, 0.063767, 0.191453, 0.484019, 0.209035, 2.106919, 
0.031758, 0.051009, 0.449964, 0.363366, 0.103902, 0.475230, 0.207070, 2.084467, 
0.439295, 0.310344, 0.060575, 0.077343, 0.112443, 0.377304, 0.193470, 1.724835, 
0.125323, 0.246918, 0.228333, 0.336714, 0.062711, 0.411164, 0.192573, 1.908701, 
0.083507, 0.172884, 0.341218, 0.326738, 0.075655, 0.438085, 0.198196, 1.990379, 
0.292989, 0.072870, 0.124087, 0.275037, 0.235018, 0.496600, 0.205763, 2.201567, 
0.000135, 0.184255, 0.271289, 0.306461, 0.237859, 0.583101, 0.227094, 2.375672, 
0.087614, 0.323387, 0.269832, 0.072635, 0.246532, 0.585370, 0.235195, 2.303493, 
0.016660, 0.684042, 0.172972, 0.088986, 0.037341, 0.440711, 0.237943, 1.668929, 
0.183438, 0.216725, 0.344615, 0.040229, 0.214994, 0.540818, 0.222276, 2.236937, 
0.283079, 0.094936, 0.283970, 0.268995, 0.069021, 0.380453, 0.184565, 1.825121, 
0.077533, 0.309244, 0.186804, 0.223343, 0.203075, 0.538874, 0.220549, 2.245641, 
0.041360, 0.275048, 0.005420, 0.459323, 0.218849, 0.533212, 0.222111, 2.204362, 
0.341639, 0.062970, 0.182156, 0.245489, 0.167746, 0.437010, 0.193312, 2.035101, 
0.056871, 0.278329, 0.142861, 0.180176, 0.341763, 0.651739, 0.250159, 2.431011, 
0.148193, 0.349047, 0.064424, 0.047292, 0.391044, 0.671986, 0.263237, 2.387145, 
0.255599, 0.028182, 0.070515, 0.243176, 0.402528, 0.634608, 0.246528, 2.397326, 
0.134658, 0.256096, 0.233232, 0.278028, 0.097986, 0.440570, 0.197581, 2.009146, 
0.062266, 0.317595, 0.281746, 0.065800, 0.272593, 0.613237, 0.242506, 2.348958, 
0.075960, 0.292809, 0.301387, 0.198754, 0.131090, 0.491505, 0.212247, 2.110299, 
0.106410, 0.285439, 0.370652, 0.214607, 0.022892, 0.402465, 0.201656, 1.779589, 
0.146910, 0.218605, 0.207294, 0.182478, 0.244713, 0.555656, 0.220791, 2.319193, 
0.235611, 0.122276, 0.011125, 0.297002, 0.333986, 0.581034, 0.231672, 2.319809, 
0.010498, 0.136530, 0.399343, 0.403977, 0.049653, 0.434349, 0.201630, 1.937945, 
0.008406, 0.486162, 0.006066, 0.446618, 0.052749, 0.417302, 0.213912, 1.746993, 
0.246316, 0.020182, 0.304819, 0.222102, 0.206581, 0.499920, 0.205811, 2.217178, 
0.150127, 0.377430, 0.148072, 0.123048, 0.201323, 0.524419, 0.221360, 2.172112, 
0.170635, 0.344585, 0.148412, 0.099877, 0.236491, 0.547444, 0.225371, 2.235626, 
0.103542, 0.273578, 0.284716, 0.112814, 0.225350, 0.562083, 0.226528, 2.288827, 
0.438585, 0.194259, 0.003638, 0.301899, 0.061619, 0.317422, 0.180179, 1.519727, 
0.071787, 0.472942, 0.025516, 0.080183, 0.349572, 0.657185, 0.265481, 2.311215, 
0.056740, 0.388959, 0.229409, 0.053893, 0.270999, 0.612392, 0.245862, 2.313463, 
0.075205, 0.185929, 0.223420, 0.214097, 0.301349, 0.616446, 0.235646, 2.430958, 
0.085726, 0.025107, 0.415644, 0.302520, 0.171003, 0.515026, 0.211120, 2.232981, 
0.173807, 0.428320, 0.110962, 0.155846, 0.131064, 0.460195, 0.210599, 1.978137, 
0.361749, 0.083110, 0.245236, 0.000114, 0.309790, 0.562826, 0.228748, 2.269859, 
0.329924, 0.040054, 0.201258, 0.344115, 0.084648, 0.369544, 0.181051, 1.800290, 
0.364397, 0.367377, 0.044086, 0.188629, 0.035511, 0.329419, 0.186420, 1.533197, 
0.272659, 0.256818, 0.222897, 0.136471, 0.111156, 0.424072, 0.195575, 1.945405, 
0.284133, 0.329144, 0.218321, 0.124647, 0.043755, 0.370540, 0.191743, 1.705092, 
0.166101, 0.142121, 0.243163, 0.224488, 0.224126, 0.532636, 0.212754, 2.298599, 
0.077669, 0.291804, 0.037927, 0.300692, 0.291908, 0.593514, 0.236144, 2.328726, 
0.264673, 0.194102, 0.268343, 0.124205, 0.148677, 0.457701, 0.200583, 2.064491, 
0.079257, 0.178202, 0.220158, 0.129445, 0.392939, 0.691945, 0.258884, 2.504383, 
0.315420, 0.026198, 0.322315, 0.113235, 0.222832, 0.503167, 0.210505, 2.183166, 
0.249418, 0.182107, 0.258340, 0.073819, 0.236316, 0.532336, 0.217090, 2.251307, 
0.007893, 0.291008, 0.136321, 0.308889, 0.255889, 0.588832, 0.233023, 2.339816, 
0.178201, 0.122489, 0.386498, 0.241566, 0.071246, 0.417712, 0.195255, 1.916013, 
0.179441, 0.124268, 0.259103, 0.172640, 0.264548, 0.564721, 0.221324, 2.354561, 
0.163556, 0.320335, 0.115029, 0.383849, 0.017231, 0.357346, 0.187494, 1.673364, 
0.077595, 0.217617, 0.039925, 0.351144, 0.313719, 0.605883, 0.237177, 2.370733, 
0.168330, 0.232573, 0.123854, 0.153602, 0.321640, 0.607141, 0.236717, 2.380654, 
0.089212, 0.174886, 0.322799, 0.242849, 0.170254, 0.514717, 0.211359, 2.228983, 
0.315200, 0.004443, 0.302845, 0.185333, 0.192179, 0.473004, 0.202252, 2.123118, 
0.284563, 0.003364, 0.289728, 0.228565, 0.193780, 0.478456, 0.201685, 2.156117, 
0.237210, 0.015827, 0.103961, 0.327126, 0.315876, 0.568135, 0.224133, 2.340286, 
0.152101, 0.062206, 0.185721, 0.191474, 0.408498, 0.676923, 0.253572, 2.497608, 
0.048965, 0.358026, 0.242391, 0.191537, 0.159080, 0.518378, 0.220434, 2.153836, 
0.190528, 0.230493, 0.277791, 0.164861, 0.136327, 0.465737, 0.202666, 2.082916, 
0.205427, 0.142190, 0.235913, 0.054027, 0.362445, 0.641013, 0.245524, 2.433213, 
0.231190, 0.238876, 0.182977, 0.192416, 0.154541, 0.462048, 0.200202, 2.090129, 
0.118325, 0.189375, 0.270807, 0.245656, 0.175836, 0.508513, 0.208866, 2.225896, 
0.236654, 0.378549, 0.228071, 0.004772, 0.151954, 0.476425, 0.214195, 2.020705, 
0.282368, 0.080426, 0.186837, 0.081574, 0.368795, 0.620194, 0.240982, 2.392690, 
0.256721, 0.263867, 0.141209, 0.229171, 0.109032, 0.415573, 0.192083, 1.936519, 
0.423188, 0.036427, 0.292439, 0.159860, 0.088086, 0.365869, 0.187552, 1.718298, 
0.183070, 0.140157, 0.070618, 0.015331, 0.590823, 0.817025, 0.309307, 2.500509, 
0.262027, 0.112471, 0.161826, 0.136982, 0.326694, 0.588088, 0.230413, 2.363095, 
0.212688, 0.235736, 0.205923, 0.107028, 0.238625, 0.539229, 0.218762, 2.265615, 
0.115969, 0.489546, 0.063196, 0.288296, 0.042993, 0.396036, 0.205676, 1.713545, 
0.249154, 0.098670, 0.276222, 0.060446, 0.315507, 0.594421, 0.232434, 2.369796, 
0.123051, 0.036922, 0.037098, 0.538762, 0.264167, 0.539608, 0.218352, 2.271602, 
0.167921, 0.059117, 0.442289, 0.253070, 0.077603, 0.426717, 0.198515, 1.929918, 
0.375598, 0.047983, 0.259904, 0.033466, 0.283049, 0.536464, 0.221629, 2.223823, 
0.146623, 0.419578, 0.191894, 0.076338, 0.165567, 0.504036, 0.220657, 2.086657, 
0.157030, 0.152399, 0.118470, 0.204257, 0.367845, 0.640810, 0.244617, 2.441412, 
0.232649, 0.178803, 0.150275, 0.146501, 0.291772, 0.568396, 0.225010, 2.332325, 
0.137282, 0.252670, 0.323151, 0.169375, 0.117521, 0.467668, 0.206049, 2.058089, 
0.294995, 0.165652, 0.089275, 0.171270, 0.278809, 0.536687, 0.218657, 2.255071, 
0.156337, 0.056234, 0.382975, 0.326331, 0.078123, 0.421610, 0.193531, 1.953223, 
0.226522, 0.072656, 0.067303, 0.465710, 0.167809, 0.445334, 0.194619, 2.064207, 
0.164860, 0.077445, 0.233976, 0.268165, 0.255554, 0.552742, 0.216364, 2.353169, 
0.293190, 0.081198, 0.022475, 0.409018, 0.194119, 0.449858, 0.198097, 2.050806, 
0.274397, 0.056273, 0.431780, 0.036182, 0.201368, 0.509312, 0.216882, 2.147299, 
0.012250, 0.357917, 0.328351, 0.112864, 0.188618, 0.561220, 0.233728, 2.214630, 
0.230884, 0.208091, 0.196797, 0.214364, 0.149865, 0.457287, 0.198023, 2.089083, 
0.242182, 0.033955, 0.179303, 0.276076, 0.268484, 0.538253, 0.214163, 2.309706, 
0.383920, 0.188666, 0.071268, 0.254903, 0.101243, 0.369423, 0.184380, 1.767125, 
0.343191, 0.091996, 0.155879, 0.361172, 0.047762, 0.334533, 0.176668, 1.646775, 
0.295810, 0.178337, 0.083983, 0.238725, 0.203144, 0.473044, 0.202257, 2.123262, 
0.255801, 0.288771, 0.229082, 0.217659, 0.008687, 0.344266, 0.185925, 1.617140, 
0.044515, 0.164079, 0.382092, 0.395130, 0.014184, 0.398056, 0.196602, 1.802910, 
0.092696, 0.250079, 0.061418, 0.357822, 0.237985, 0.544530, 0.220613, 2.270625, 
0.058446, 0.502566, 0.014369, 0.169535, 0.255084, 0.581052, 0.246022, 2.184571, 
0.137447, 0.096144, 0.331100, 0.353441, 0.081869, 0.425208, 0.192351, 1.983915, 
0.355627, 0.241603, 0.305987, 0.004447, 0.092336, 0.401556, 0.198489, 1.803407, 
0.086599, 0.230985, 0.329315, 0.290330, 0.062771, 0.430053, 0.199273, 1.939310, 
0.260289, 0.247603, 0.134680, 0.181632, 0.175796, 0.469059, 0.202367, 2.102417, 
0.170691, 0.292127, 0.075219, 0.219722, 0.242240, 0.538548, 0.220465, 2.245023, 
0.276526, 0.260814, 0.175401, 0.284322, 0.002937, 0.326268, 0.180580, 1.565339, 
0.361912, 0.032155, 0.078754, 0.217962, 0.309216, 0.536876, 0.221102, 2.230992, 
0.273138, 0.240577, 0.224146, 0.014121, 0.248019, 0.538331, 0.221651, 2.232028, 
0.226267, 0.118725, 0.442368, 0.184915, 0.027724, 0.378532, 0.195311, 1.714869, 
0.044367, 0.110553, 0.314242, 0.204427, 0.326412, 0.648594, 0.243396, 2.485631, 
0.183739, 0.039700, 0.272513, 0.255303, 0.248745, 0.545053, 0.214665, 2.335983, 
0.265237, 0.271933, 0.241772, 0.035450, 0.185608, 0.492041, 0.211646, 2.118827, 
0.164948, 0.301349, 0.149295, 0.225343, 0.159064, 0.479578, 0.206130, 2.115060, 
0.138414, 0.045876, 0.459523, 0.300123, 0.056063, 0.415224, 0.197975, 1.877124, 
0.137204, 0.028420, 0.332989, 0.100149, 0.401239, 0.689423, 0.257202, 2.510961, 
0.158153, 0.091207, 0.288957, 0.137892, 0.323791, 0.619785, 0.236330, 2.438053, 
0.186427, 0.234454, 0.244642, 0.149944, 0.184533, 0.503366, 0.209855, 2.190877, 
0.420818, 0.097991, 0.182802, 0.157838, 0.140552, 0.401978, 0.190662, 1.879655, 
0.288465, 0.321967, 0.089668, 0.084853, 0.215047, 0.497449, 0.214097, 2.119833, 
0.308186, 0.192933, 0.261290, 0.235931, 0.001659, 0.324241, 0.180943, 1.550993, 
0.305123, 0.299215, 0.014460, 0.036915, 0.344287, 0.591938, 0.242234, 2.263666, 
0.217826, 0.236694, 0.030321, 0.108040, 0.407119, 0.658366, 0.257196, 2.390262, 
0.219629, 0.233270, 0.193540, 0.215207, 0.138353, 0.451448, 0.197702, 2.062941, 
0.145189, 0.174419, 0.199070, 0.231972, 0.249350, 0.555096, 0.218853, 2.337164, 
0.004853, 0.249751, 0.311062, 0.097198, 0.337136, 0.676651, 0.257113, 2.462152, 
0.101851, 0.318170, 0.096100, 0.305698, 0.178181, 0.502471, 0.212609, 2.158284, 
0.128663, 0.288192, 0.113683, 0.143470, 0.325992, 0.621843, 0.242836, 2.381207, 
0.066163, 0.595493, 0.199394, 0.114402, 0.024548, 0.416255, 0.223686, 1.665977, 
0.064949, 0.035179, 0.005704, 0.440924, 0.453244, 0.706254, 0.268917, 2.464160, 
0.238955, 0.203702, 0.259262, 0.141434, 0.156648, 0.469014, 0.202296, 2.102927, 
0.308045, 0.188620, 0.002718, 0.187363, 0.313254, 0.554268, 0.227476, 2.244937, 
0.293876, 0.236888, 0.205248, 0.046980, 0.217008, 0.505472, 0.213114, 2.167260, 
0.066315, 0.213964, 0.143572, 0.197114, 0.379035, 0.676018, 0.255305, 2.477109, 
0.025497, 0.235434, 0.274861, 0.154664, 0.309544, 0.643599, 0.245872, 2.440290, 
0.214538, 0.163951, 0.255387, 0.218914, 0.147210, 0.461834, 0.198345, 2.108615, 
0.255788, 0.076766, 0.336864, 0.125306, 0.205277, 0.505887, 0.209948, 2.201914, 
0.111249, 0.336617, 0.332516, 0.113132, 0.106486, 0.471658, 0.213307, 2.006765, 
0.257439, 0.074096, 0.474436, 0.054517, 0.139513, 0.467240, 0.211089, 2.006929, 
0.191129, 0.079877, 0.233567, 0.285704, 0.209723, 0.509174, 0.205839, 2.261837, 
0.261135, 0.498111, 0.072376, 0.032340, 0.136039, 0.448760, 0.215152, 1.883135, 
0.264926, 0.226131, 0.243774, 0.169452, 0.095718, 0.412545, 0.192425, 1.917344, 
0.093129, 0.139666, 0.348240, 0.036582, 0.382383, 0.693328, 0.260345, 2.495648, 
0.020456, 0.142120, 0.186975, 0.384478, 0.265971, 0.588686, 0.226954, 2.401746, 
0.222991, 0.145458, 0.239271, 0.214533, 0.177748, 0.482390, 0.201888, 2.173437, 
0.047787, 0.140802, 0.366802, 0.354734, 0.089875, 0.457429, 0.201882, 2.049856, 
0.253751, 0.160956, 0.072290, 0.321690, 0.191313, 0.468129, 0.199981, 2.122842, 
0.209852, 0.221362, 0.024608, 0.060976, 0.483201, 0.722109, 0.278808, 2.433606, 
0.181319, 0.136640, 0.064287, 0.452615, 0.165139, 0.456783, 0.197259, 2.094619, 
0.207240, 0.275394, 0.208493, 0.041146, 0.267727, 0.568548, 0.228887, 2.293479, 
0.140149, 0.377170, 0.146399, 0.067527, 0.268754, 0.583035, 0.236738, 2.278621, 
0.307085, 0.087097, 0.309728, 0.262549, 0.033541, 0.348501, 0.182333, 1.672222, 
0.081571, 0.147569, 0.190487, 0.146018, 0.434355, 0.720109, 0.267594, 2.528120, 
0.222959, 0.200274, 0.108632, 0.235870, 0.232265, 0.516549, 0.211419, 2.237025, 
0.307376, 0.180140, 0.087979, 0.421532, 0.002974, 0.302457, 0.174889, 1.480118, 
0.241057, 0.052979, 0.542296, 0.029947, 0.133722, 0.472280, 0.217248, 1.973232, 
0.393017, 0.208617, 0.063274, 0.038634, 0.296459, 0.533223, 0.224732, 2.178692, 
0.236976, 0.010794, 0.255619, 0.228190, 0.268421, 0.546893, 0.216351, 2.326281, 
0.353157, 0.349221, 0.072289, 0.133694, 0.091639, 0.380992, 0.192686, 1.750998, 
0.087177, 0.085151, 0.520854, 0.299654, 0.007165, 0.394837, 0.203350, 1.727251, 
0.263175, 0.283011, 0.064139, 0.292387, 0.097288, 0.396287, 0.189837, 1.857845, 
0.156286, 0.223845, 0.300223, 0.058064, 0.261581, 0.580329, 0.230301, 2.330558, 
0.162290, 0.215309, 0.194186, 0.193717, 0.234498, 0.542149, 0.217205, 2.295288, 
0.136384, 0.246828, 0.469541, 0.041255, 0.105992, 0.476154, 0.218398, 1.980578, 
0.348917, 0.000856, 0.053208, 0.435687, 0.161333, 0.408575, 0.190807, 1.912796, 
0.181171, 0.056085, 0.259610, 0.163695, 0.339439, 0.621892, 0.236644, 2.443722, 
0.270361, 0.066791, 0.276682, 0.372296, 0.013869, 0.332990, 0.178432, 1.621849, 
0.254305, 0.280544, 0.095588, 0.066345, 0.303218, 0.575657, 0.232481, 2.288601, 
0.205507, 0.259183, 0.250322, 0.115930, 0.169057, 0.489476, 0.208630, 2.137160, 
0.256868, 0.245694, 0.002609, 0.218122, 0.276707, 0.538031, 0.222399, 2.223174, 
0.115097, 0.173302, 0.388055, 0.178552, 0.144994, 0.496572, 0.210941, 2.147394, 
0.035247, 0.404059, 0.222226, 0.337225, 0.001242, 0.389076, 0.203441, 1.698165, 
0.024396, 0.055127, 0.079625, 0.348977, 0.491875, 0.757690, 0.281518, 2.536572, 
0.066032, 0.170581, 0.304925, 0.196988, 0.261474, 0.593547, 0.229816, 2.392992, 
0.316909, 0.052184, 0.194001, 0.224475, 0.212431, 0.480053, 0.202054, 2.160079, 
0.329369, 0.056633, 0.037726, 0.331618, 0.244653, 0.485460, 0.206925, 2.135357, 
0.390401, 0.091706, 0.019497, 0.251181, 0.247215, 0.476637, 0.207951, 2.082397, 
0.158713, 0.304336, 0.103482, 0.353333, 0.080136, 0.408567, 0.193181, 1.889252, 
0.112195, 0.401495, 0.136587, 0.185291, 0.164433, 0.501110, 0.217426, 2.104207, 
0.018396, 0.163761, 0.234774, 0.261960, 0.321108, 0.643540, 0.242535, 2.473623, 
0.192462, 0.297299, 0.047180, 0.451841, 0.011218, 0.336186, 0.184161, 1.588746, 
0.194613, 0.257044, 0.064364, 0.233097, 0.250882, 0.536912, 0.219108, 2.251452, 
0.276164, 0.149939, 0.278925, 0.288544, 0.006427, 0.332961, 0.180518, 1.602952, 
0.152342, 0.089534, 0.210838, 0.221526, 0.325761, 0.612518, 0.233265, 2.438938, 
0.312477, 0.344413, 0.270152, 0.002578, 0.070379, 0.395474, 0.200601, 1.754101, 
0.299905, 0.019308, 0.208235, 0.206441, 0.266111, 0.527637, 0.213469, 2.267484, 
0.182266, 0.287882, 0.103198, 0.205803, 0.220852, 0.521458, 0.215559, 2.216834, 
0.140569, 0.101541, 0.189471, 0.211175, 0.357243, 0.639669, 0.241673, 2.466424, 
0.134124, 0.274501, 0.256988, 0.087740, 0.246646, 0.570787, 0.228527, 2.306893, 
0.227797, 0.290685, 0.335813, 0.033814, 0.111891, 0.450457, 0.207764, 1.958263, 
0.235411, 0.315968, 0.025032, 0.105230, 0.318360, 0.586131, 0.237902, 2.280479, 
0.075332, 0.072879, 0.285016, 0.285519, 0.281254, 0.597631, 0.227744, 2.432691, 
0.302415, 0.212525, 0.354032, 0.039068, 0.091960, 0.415019, 0.200030, 1.856822, 
0.359001, 0.268765, 0.284086, 0.072699, 0.015449, 0.335521, 0.189307, 1.542049, 
0.164181, 0.132936, 0.185460, 0.328414, 0.189008, 0.495253, 0.203055, 2.224285, 
0.388429, 0.144410, 0.040384, 0.253435, 0.173341, 0.421764, 0.194377, 1.945518, 
0.193750, 0.131237, 0.144397, 0.233265, 0.297351, 0.575746, 0.224761, 2.367612, 
0.026081, 0.213869, 0.247694, 0.333043, 0.179314, 0.528235, 0.214596, 2.258362, 
0.228747, 0.268924, 0.017429, 0.179956, 0.304944, 0.571106, 0.231399, 2.279639, 
0.164456, 0.063261, 0.169504, 0.463095, 0.139685, 0.445594, 0.192299, 2.090465, 
0.154201, 0.103881, 0.294572, 0.403378, 0.043967, 0.386030, 0.185770, 1.843301, 
0.053576, 0.410867, 0.243620, 0.107794, 0.184142, 0.543316, 0.230215, 2.170651, 
0.292069, 0.178144, 0.188804, 0.027935, 0.313047, 0.579833, 0.231338, 2.317966, 
0.023421, 0.097135, 0.326088, 0.472569, 0.080787, 0.445534, 0.197962, 2.030358, 
0.022538, 0.167665, 0.382203, 0.043499, 0.384095, 0.714951, 0.267588, 2.508901, 
0.215534, 0.120487, 0.312304, 0.307262, 0.044412, 0.378346, 0.185613, 1.803462, 
0.116594, 0.154463, 0.213563, 0.482318, 0.033062, 0.378051, 0.185140, 1.806479, 
0.143709, 0.289998, 0.259366, 0.286992, 0.019935, 0.379128, 0.191893, 1.748511, 
0.036604, 0.250066, 0.204188, 0.230401, 0.278740, 0.607755, 0.235589, 2.394656, 
0.133621, 0.193191, 0.265077, 0.282229, 0.125882, 0.463005, 0.199483, 2.102457, 
0.034117, 0.024273, 0.409872, 0.459098, 0.072641, 0.441023, 0.199332, 1.993769, 
0.230704, 0.198480, 0.177354, 0.215508, 0.177954, 0.477760, 0.201858, 2.150823, 
0.170753, 0.213320, 0.200730, 0.260981, 0.154216, 0.473396, 0.200973, 2.138576, 
0.317089, 0.164518, 0.177158, 0.230821, 0.110414, 0.401300, 0.187302, 1.909750, 
0.196271, 0.265112, 0.374670, 0.033584, 0.130363, 0.474826, 0.212640, 2.027963, 
0.292817, 0.214365, 0.010021, 0.269032, 0.213765, 0.476281, 0.205941, 2.100999, 
0.166805, 0.273110, 0.215007, 0.102034, 0.243044, 0.556063, 0.224170, 2.286044, 
0.267084, 0.339461, 0.092929, 0.094469, 0.206057, 0.495847, 0.213972, 2.113579, 
0.219897, 0.259098, 0.110942, 0.153006, 0.257056, 0.543371, 0.220764, 2.263823, 
0.320313, 0.116999, 0.108744, 0.142380, 0.311565, 0.557834, 0.224786, 2.287660, 
0.215751, 0.332772, 0.227106, 0.210567, 0.013804, 0.359738, 0.190478, 1.659710, 
0.483631, 0.179517, 0.292772, 0.008844, 0.035235, 0.321914, 0.190112, 1.463947, 
0.052605, 0.161093, 0.277761, 0.252558, 0.255983, 0.587226, 0.227090, 2.393875, 
0.157869, 0.154572, 0.218251, 0.235659, 0.233650, 0.540155, 0.214602, 2.313841, 
0.131014, 0.237032, 0.291791, 0.293935, 0.046228, 0.403356, 0.193313, 1.861005, 
0.215825, 0.242461, 0.165636, 0.333235, 0.042841, 0.368766, 0.184156, 1.765708, 
0.327599, 0.435787, 0.056360, 0.054435, 0.125819, 0.420092, 0.205528, 1.831826, 
0.074777, 0.041339, 0.354196, 0.476222, 0.053466, 0.411459, 0.192035, 1.915587, 
0.192332, 0.278639, 0.181984, 0.142606, 0.204439, 0.514870, 0.213768, 2.204584, 
0.148667, 0.417960, 0.068511, 0.035261, 0.329601, 0.626395, 0.252794, 2.305412, 
0.387952, 0.163003, 0.139965, 0.265957, 0.043123, 0.326091, 0.177819, 1.588641, 
0.172269, 0.098861, 0.301069, 0.350593, 0.077208, 0.411044, 0.188828, 1.945916, 
0.267240, 0.100259, 0.223331, 0.288437, 0.120732, 0.419919, 0.188637, 1.994931, 
0.335053, 0.035129, 0.171874, 0.164611, 0.293333, 0.540648, 0.219047, 2.269144, 
0.288889, 0.029288, 0.355269, 0.064539, 0.262015, 0.545764, 0.221683, 2.265237, 
