AAPL, AMZN, GOOG, MSFT, NVDA, return, volatility, sharp ratio, 
0.162442, 0.255828, 0.123814, 0.368625, 0.089292, 0.414032, 0.191535, 1.934012, 
0.354045, 0.192424, 0.036936, 0.327985, 0.088610, 0.360434, 0.182819, 1.733050, 
0.242865, 0.215726, 0.139165, 0.304304, 0.097940, 0.404496, 0.187893, 1.920751, 
0.033559, 0.061994, 0.171921, 0.402315, 0.330211, 0.631699, 0.237977, 2.471249, 
0.182460, 0.176626, 0.246304, 0.277298, 0.117312, 0.442645, 0.194475, 2.051912, 
0.279358, 0.264972, 0.123411, 0.118276, 0.213983, 0.497713, 0.210755, 2.154696, 
0.457580, 0.351521, 0.058766, 0.016309, 0.115824, 0.379943, 0.197617, 1.701996, 
0.117030, 0.325708, 0.270615, 0.149521, 0.137127, 0.487656, 0.212301, 2.091635, 
0.274533, 0.003907, 0.340646, 0.048842, 0.332072, 0.603654, 0.236601, 2.367077, 
0.079132, 0.071970, 0.404417, 0.166967, 0.277514, 0.608798, 0.234319, 2.412091, 
0.148310, 0.393903, 0.081511, 0.045783, 0.330493, 0.626815, 0.251169, 2.322004, 
0.206795, 0.015866, 0.254472, 0.360087, 0.162780, 0.463737, 0.195775, 2.146020, 
0.151222, 0.306982, 0.031166, 0.192260, 0.318371, 0.602241, 0.240022, 2.327458, 
0.118257, 0.301484, 0.208495, 0.346194, 0.025571, 0.383283, 0.191830, 1.770754, 
0.277328, 0.203660, 0.025464, 0.245178, 0.248369, 0.509508, 0.213157, 2.185755, 
0.241633, 0.227164, 0.225221, 0.231240, 0.074742, 0.397020, 0.188821, 1.871724, 
0.249264, 0.124640, 0.112790, 0.338527, 0.174778, 0.457063, 0.195977, 2.109753, 
0.027300, 0.170055, 0.240471, 0.410627, 0.151547, 0.499908, 0.206985, 2.204542, 
0.326329, 0.048696, 0.028795, 0.357178, 0.239002, 0.479461, 0.205814, 2.117742, 
0.440050, 0.116684, 0.185353, 0.208021, 0.049893, 0.323659, 0.179609, 1.559268, 
0.156994, 0.083274, 0.243740, 0.182936, 0.333055, 0.621425, 0.236040, 2.447998, 
0.170117, 0.195441, 0.346586, 0.126406, 0.161449, 0.496585, 0.210364, 2.153338, 
0.054782, 0.320687, 0.250186, 0.147589, 0.226756, 0.572224, 0.230721, 2.291187, 
0.027797, 0.214099, 0.438851, 0.234101, 0.085151, 0.472631, 0.212952, 2.014685, 
0.130162, 0.251815, 0.218824, 0.184772, 0.214427, 0.537569, 0.217618, 2.269893, 
0.364396, 0.066289, 0.210032, 0.125818, 0.233465, 0.491972, 0.207893, 2.156751, 
0.223036, 0.267003, 0.290294, 0.117829, 0.101838, 0.435093, 0.200205, 1.955460, 
0.260563, 0.250049, 0.255287, 0.211390, 0.022712, 0.355223, 0.186039, 1.675043, 
0.058577, 0.270350, 0.318861, 0.288905, 0.063306, 0.437887, 0.202817, 1.944053, 
0.185368, 0.309829, 0.216651, 0.155060, 0.133092, 0.462999, 0.204594, 2.049906, 
0.253452, 0.198829, 0.232259, 0.035388, 0.280072, 0.566634, 0.226919, 2.304943, 
0.035067, 0.047534, 0.055912, 0.522162, 0.339324, 0.623177, 0.240410, 2.410786, 
0.314494, 0.107134, 0.071078, 0.238816, 0.268478, 0.516947, 0.213443, 2.217674, 
0.200232, 0.132851, 0.146708, 0.098740, 0.421469, 0.679751, 0.258116, 2.464597, 
0.191004, 0.188745, 0.350621, 0.157071, 0.112559, 0.451248, 0.201526, 2.022806, 
0.329682, 0.312954, 0.048197, 0.195383, 0.113784, 0.398038, 0.192919, 1.837241, 
0.205532, 0.136629, 0.374359, 0.102315, 0.181163, 0.504976, 0.212002, 2.176279, 
0.244587, 0.086925, 0.149183, 0.262751, 0.256555, 0.528414, 0.212216, 2.284530, 
0.533263, 0.338840, 0.063087, 0.023236, 0.041574, 0.302246, 0.189189, 1.367131, 
0.208715, 0.150097, 0.113113, 0.309886, 0.218189, 0.503679, 0.206560, 2.227340, 
0.196511, 0.256847, 0.060886, 0.016882, 0.468874, 0.720178, 0.277568, 2.437517, 
0.117419, 0.336936, 0.209456, 0.165315, 0.170875, 0.509288, 0.215733, 2.158625, 
0.237308, 0.259370, 0.217286, 0.223141, 0.062895, 0.389579, 0.189105, 1.829560, 
0.097132, 0.237555, 0.187011, 0.275731, 0.202572, 0.528625, 0.214290, 2.263405, 
0.167495, 0.274221, 0.058338, 0.210050, 0.289895, 0.575738, 0.230311, 2.310520, 
0.155510, 0.139454, 0.145536, 0.421146, 0.138355, 0.449632, 0.194086, 2.092021, 
0.211639, 0.206033, 0.136732, 0.233502, 0.212095, 0.505729, 0.208347, 2.218073, 
0.096365, 0.102954, 0.268640, 0.282320, 0.249721, 0.567469, 0.220207, 2.378984, 
0.120623, 0.298574, 0.291401, 0.051488, 0.237914, 0.572404, 0.231395, 2.285291, 
0.408309, 0.168801, 0.122757, 0.217834, 0.082299, 0.353597, 0.182242, 1.701017, 
0.275565, 0.296339, 0.275262, 0.007305, 0.145529, 0.462543, 0.208520, 2.009129, 
0.192010, 0.076467, 0.211837, 0.256526, 0.263160, 0.551087, 0.216417, 2.344953, 
0.251870, 0.207544, 0.206536, 0.127708, 0.206342, 0.502157, 0.209127, 2.192721, 
0.249845, 0.305020, 0.006093, 0.182997, 0.256045, 0.527418, 0.221383, 2.185431, 
0.235325, 0.222578, 0.115660, 0.164160, 0.262277, 0.542319, 0.219386, 2.273246, 
0.008764, 0.439438, 0.237870, 0.247484, 0.066444, 0.454192, 0.216107, 1.899943, 
0.381531, 0.145033, 0.022072, 0.288530, 0.162834, 0.411942, 0.192594, 1.912531, 
0.174281, 0.343477, 0.158961, 0.052605, 0.270676, 0.576858, 0.233631, 2.282483, 
0.085220, 0.320539, 0.149156, 0.308712, 0.136374, 0.477269, 0.207403, 2.090947, 
0.076621, 0.274034, 0.075492, 0.083813, 0.490040, 0.764276, 0.289249, 2.491545, 
0.242804, 0.306053, 0.236490, 0.049716, 0.164937, 0.481108, 0.210269, 2.080710, 
0.277189, 0.073548, 0.031508, 0.408054, 0.209701, 0.466568, 0.201156, 2.102692, 
0.069121, 0.191647, 0.297475, 0.081983, 0.359774, 0.676817, 0.255138, 2.481858, 
0.252085, 0.193710, 0.223155, 0.094771, 0.236280, 0.528325, 0.215680, 2.247433, 
0.216363, 0.235917, 0.324959, 0.003606, 0.219155, 0.537184, 0.222633, 2.217030, 
0.195207, 0.131737, 0.087380, 0.317816, 0.267860, 0.543382, 0.216982, 2.303336, 
0.059252, 0.093837, 0.172959, 0.489637, 0.184315, 0.506429, 0.206224, 2.244305, 
0.265160, 0.155576, 0.157563, 0.288408, 0.133293, 0.427300, 0.190411, 2.015116, 
0.354880, 0.017356, 0.309701, 0.233021, 0.085042, 0.376916, 0.186375, 1.788412, 
0.194123, 0.153739, 0.270943, 0.128654, 0.252541, 0.555785, 0.220565, 2.322149, 
0.198748, 0.264395, 0.119741, 0.150260, 0.266856, 0.557254, 0.224244, 2.290606, 
0.443008, 0.355474, 0.067373, 0.046885, 0.087261, 0.360034, 0.193463, 1.635634, 
0.256364, 0.109811, 0.189345, 0.414518, 0.029962, 0.341852, 0.177394, 1.681297, 
0.272945, 0.243727, 0.216441, 0.066644, 0.200242, 0.497314, 0.210753, 2.152825, 
0.298323, 0.041257, 0.171085, 0.248972, 0.240363, 0.503358, 0.207050, 2.220518, 
0.253489, 0.145019, 0.091834, 0.223727, 0.285931, 0.549200, 0.220147, 2.296649, 
0.043520, 0.142495, 0.289398, 0.193672, 0.330916, 0.652131, 0.245004, 2.483755, 
0.218407, 0.147467, 0.201492, 0.257773, 0.174861, 0.476213, 0.199818, 2.165038, 
0.332160, 0.163426, 0.301186, 0.113044, 0.090184, 0.396959, 0.191939, 1.840996, 
0.380163, 0.003691, 0.352435, 0.192892, 0.070819, 0.364325, 0.188191, 1.704252, 
0.164642, 0.191010, 0.137239, 0.408911, 0.098198, 0.417315, 0.189631, 1.970747, 
0.033343, 0.320235, 0.308461, 0.164157, 0.173804, 0.538951, 0.224765, 2.203865, 
0.238515, 0.213037, 0.351440, 0.173734, 0.023273, 0.368943, 0.191420, 1.699628, 
0.321588, 0.097389, 0.258998, 0.227879, 0.094146, 0.391356, 0.186251, 1.867132, 
0.115596, 0.203977, 0.277307, 0.068786, 0.334333, 0.644946, 0.246491, 2.439631, 
0.287681, 0.033467, 0.254952, 0.248908, 0.174991, 0.460151, 0.197017, 2.114288, 
0.045542, 0.289494, 0.020664, 0.479233, 0.165067, 0.490157, 0.212456, 2.101885, 
0.075165, 0.131894, 0.258984, 0.288519, 0.245438, 0.569144, 0.221176, 2.376135, 
0.067190, 0.163825, 0.091827, 0.365743, 0.311414, 0.607922, 0.234583, 2.405643, 
0.128678, 0.322042, 0.026627, 0.397579, 0.125074, 0.444024, 0.202163, 1.980700, 
0.107098, 0.078518, 0.300923, 0.369783, 0.143678, 0.477879, 0.199996, 2.171434, 
0.191524, 0.280394, 0.145588, 0.149787, 0.232707, 0.534434, 0.218561, 2.245750, 
0.032886, 0.208241, 0.382639, 0.038471, 0.337763, 0.677358, 0.258035, 2.456090, 
0.061196, 0.176405, 0.154249, 0.486221, 0.121930, 0.458035, 0.198574, 2.087059, 
0.046160, 0.083508, 0.558838, 0.250884, 0.060610, 0.452481, 0.213897, 1.911579, 
0.166312, 0.200339, 0.273949, 0.186954, 0.172446, 0.497812, 0.207471, 2.189273, 
0.030342, 0.247011, 0.211937, 0.266490, 0.244220, 0.580522, 0.228184, 2.353023, 
0.050461, 0.262903, 0.369013, 0.282346, 0.035277, 0.421489, 0.203400, 1.857860, 
0.179072, 0.211113, 0.189142, 0.178885, 0.241788, 0.544102, 0.217836, 2.297605, 
0.182689, 0.255558, 0.045924, 0.289065, 0.226765, 0.516362, 0.214067, 2.208479, 
0.170003, 0.404196, 0.343944, 0.011283, 0.070575, 0.437307, 0.214608, 1.834540, 
0.289817, 0.189099, 0.271435, 0.222381, 0.027269, 0.350337, 0.183577, 1.670896, 
0.073699, 0.204263, 0.262826, 0.280835, 0.178377, 0.519443, 0.211861, 2.246017, 
0.331769, 0.039301, 0.082509, 0.239734, 0.306686, 0.541584, 0.220727, 2.256109, 
0.110505, 0.054537, 0.162537, 0.371265, 0.301156, 0.590635, 0.226497, 2.415201, 
0.121922, 0.262642, 0.285598, 0.208220, 0.121619, 0.470154, 0.205257, 2.078141, 
0.018473, 0.303949, 0.012272, 0.350466, 0.314840, 0.621975, 0.246244, 2.348787, 
0.086508, 0.275597, 0.100687, 0.454574, 0.082635, 0.421674, 0.195962, 1.929327, 
0.164808, 0.104563, 0.521251, 0.116194, 0.093184, 0.454345, 0.211691, 1.940302, 
0.174882, 0.329232, 0.085603, 0.239804, 0.170479, 0.481623, 0.208337, 2.102473, 
0.255970, 0.259177, 0.168727, 0.089013, 0.227113, 0.518519, 0.215354, 2.205292, 
0.128037, 0.192685, 0.083424, 0.287158, 0.308696, 0.595391, 0.232061, 2.377786, 
0.150190, 0.300492, 0.178428, 0.160302, 0.210588, 0.529526, 0.217933, 2.229701, 
0.089522, 0.342796, 0.064968, 0.206195, 0.296517, 0.602910, 0.240375, 2.326820, 
0.107538, 0.244696, 0.266114, 0.061707, 0.319946, 0.636385, 0.245386, 2.415722, 
0.309558, 0.241531, 0.284379, 0.035592, 0.128941, 0.438528, 0.201812, 1.956914, 
0.145273, 0.020743, 0.163668, 0.475407, 0.194908, 0.491535, 0.201854, 2.219101, 
0.055086, 0.088576, 0.336931, 0.139672, 0.379736, 0.692579, 0.257029, 2.524921, 
0.267330, 0.297336, 0.304380, 0.059863, 0.071092, 0.405032, 0.199195, 1.814464, 
0.130990, 0.121861, 0.307567, 0.175729, 0.263853, 0.579328, 0.225211, 2.378788, 
0.092569, 0.226299, 0.095680, 0.308974, 0.276479, 0.579378, 0.227986, 2.350043, 
0.041591, 0.247863, 0.162148, 0.271731, 0.276667, 0.599537, 0.233325, 2.382674, 
0.379809, 0.082418, 0.410648, 0.089451, 0.037674, 0.350482, 0.192958, 1.590407, 
0.176776, 0.182028, 0.163185, 0.111136, 0.366874, 0.644405, 0.246549, 2.436856, 
0.167101, 0.498209, 0.263391, 0.042862, 0.028438, 0.400077, 0.212883, 1.674515, 
0.241647, 0.150683, 0.132586, 0.160443, 0.314642, 0.581354, 0.228582, 2.352563, 
0.011985, 0.305132, 0.241721, 0.139786, 0.301376, 0.641019, 0.248278, 2.406249, 
0.242159, 0.247257, 0.293446, 0.009489, 0.207649, 0.519510, 0.218251, 2.180562, 
0.191056, 0.348584, 0.225257, 0.183263, 0.051840, 0.397689, 0.196398, 1.802912, 
0.332473, 0.402353, 0.238714, 0.002910, 0.023550, 0.353058, 0.198158, 1.561667, 
0.083002, 0.121249, 0.373625, 0.270382, 0.151742, 0.502143, 0.208920, 2.194826, 
0.305298, 0.104529, 0.242740, 0.109683, 0.237750, 0.514286, 0.211808, 2.222226, 
0.259572, 0.155096, 0.204249, 0.091665, 0.289418, 0.566084, 0.224876, 2.323431, 
0.088482, 0.263203, 0.075697, 0.302497, 0.270123, 0.575402, 0.228756, 2.324760, 
0.236862, 0.120897, 0.251765, 0.078056, 0.312420, 0.592957, 0.231485, 2.373180, 
0.225252, 0.256870, 0.181088, 0.078176, 0.258615, 0.552362, 0.223496, 2.276380, 
0.314851, 0.224609, 0.092906, 0.290212, 0.077423, 0.368309, 0.183338, 1.771097, 
0.190359, 0.201910, 0.165584, 0.123132, 0.319015, 0.603391, 0.234768, 2.384448, 
0.165113, 0.014997, 0.211420, 0.460781, 0.147690, 0.453430, 0.193527, 2.117693, 
0.040322, 0.013478, 0.434944, 0.131883, 0.379373, 0.701119, 0.260519, 2.523881, 
0.319607, 0.426918, 0.065452, 0.146129, 0.041894, 0.351145, 0.192903, 1.594300, 
0.322053, 0.027897, 0.337111, 0.191655, 0.121285, 0.418166, 0.193222, 1.938525, 
0.305562, 0.079757, 0.293637, 0.021860, 0.299184, 0.570454, 0.228469, 2.306018, 
0.378555, 0.245388, 0.176491, 0.191108, 0.008458, 0.310257, 0.179966, 1.481709, 
0.165540, 0.295354, 0.018051, 0.302448, 0.218608, 0.512607, 0.215535, 2.176011, 
0.134887, 0.398086, 0.272486, 0.113162, 0.081379, 0.443567, 0.210042, 1.904226, 
0.197572, 0.411338, 0.032239, 0.258530, 0.100321, 0.418270, 0.201582, 1.858644, 
0.137064, 0.436097, 0.262169, 0.113219, 0.051452, 0.419807, 0.209238, 1.797991, 
0.264427, 0.401886, 0.115185, 0.195600, 0.022903, 0.349823, 0.190910, 1.604020, 
0.045178, 0.165985, 0.243029, 0.205847, 0.339961, 0.655578, 0.246393, 2.483746, 
0.230377, 0.011334, 0.244688, 0.245690, 0.267912, 0.546385, 0.215874, 2.329066, 
0.143161, 0.030574, 0.299762, 0.392415, 0.134088, 0.458659, 0.195558, 2.122433, 
0.258951, 0.114314, 0.070249, 0.279266, 0.277220, 0.535450, 0.216635, 2.270409, 
0.217685, 0.069206, 0.225644, 0.357764, 0.129700, 0.434610, 0.190202, 2.055763, 
0.182726, 0.143692, 0.091946, 0.277316, 0.304320, 0.578153, 0.226571, 2.359314, 
0.145588, 0.421414, 0.172962, 0.015510, 0.244526, 0.568669, 0.236536, 2.219831, 
0.156760, 0.314783, 0.247192, 0.060969, 0.220296, 0.546399, 0.224828, 2.236368, 
0.200969, 0.228699, 0.278165, 0.080040, 0.212127, 0.527647, 0.217039, 2.230230, 
0.431678, 0.043204, 0.400494, 0.085464, 0.039161, 0.337200, 0.192322, 1.526604, 
0.337181, 0.260712, 0.093170, 0.135832, 0.173105, 0.447949, 0.200714, 2.014554, 
0.135969, 0.234831, 0.228670, 0.208762, 0.191768, 0.517126, 0.212011, 2.233501, 
0.401527, 0.065632, 0.354919, 0.094170, 0.083752, 0.376753, 0.192478, 1.730857, 
0.077825, 0.170189, 0.279246, 0.258090, 0.214650, 0.548465, 0.217592, 2.320236, 
0.306632, 0.196715, 0.140662, 0.041749, 0.314243, 0.573541, 0.230660, 2.297502, 
0.227400, 0.337955, 0.189768, 0.182816, 0.062061, 0.393973, 0.193806, 1.807850, 
0.184576, 0.112173, 0.240925, 0.251941, 0.210385, 0.514668, 0.207773, 2.267225, 
0.169378, 0.241220, 0.381138, 0.091153, 0.117111, 0.467560, 0.209432, 2.024334, 
0.199824, 0.521154, 0.178935, 0.031449, 0.068638, 0.419023, 0.213766, 1.756234, 
0.235566, 0.152034, 0.332352, 0.198728, 0.081320, 0.410912, 0.192579, 1.907329, 
0.121860, 0.265903, 0.141295, 0.186002, 0.284941, 0.590078, 0.231983, 2.355684, 
0.269871, 0.080735, 0.269609, 0.141868, 0.237917, 0.522575, 0.212384, 2.255229, 
0.077151, 0.093601, 0.147814, 0.672026, 0.009408, 0.352099, 0.184900, 1.668466, 
0.371306, 0.090928, 0.161864, 0.225787, 0.150115, 0.416261, 0.190472, 1.956518, 
0.160173, 0.247254, 0.084871, 0.245458, 0.262244, 0.554852, 0.222630, 2.296419, 
0.209601, 0.195459, 0.143977, 0.061840, 0.389124, 0.655631, 0.252159, 2.427165, 
0.171508, 0.191332, 0.250417, 0.338265, 0.048478, 0.388384, 0.186927, 1.844486, 
0.222435, 0.309132, 0.147701, 0.195837, 0.124894, 0.440197, 0.198875, 1.994201, 
0.094850, 0.271949, 0.199563, 0.181841, 0.251798, 0.575150, 0.227895, 2.332431, 
0.138025, 0.106933, 0.234170, 0.253233, 0.267638, 0.570610, 0.221266, 2.381789, 
0.084303, 0.196462, 0.342889, 0.207704, 0.168643, 0.518677, 0.214120, 2.218737, 
0.291940, 0.325648, 0.282136, 0.062092, 0.038183, 0.372131, 0.195674, 1.678975, 
0.230120, 0.224400, 0.218438, 0.125229, 0.201812, 0.505432, 0.210267, 2.196407, 
0.264252, 0.335902, 0.154630, 0.064007, 0.181209, 0.482919, 0.211036, 2.081729, 
0.315588, 0.163796, 0.073638, 0.111110, 0.335868, 0.578796, 0.232574, 2.301189, 
0.254450, 0.248970, 0.075793, 0.202200, 0.218587, 0.498965, 0.209909, 2.169345, 
0.113028, 0.497324, 0.112379, 0.049368, 0.227901, 0.559640, 0.239259, 2.156827, 
0.241675, 0.370683, 0.143214, 0.185225, 0.059204, 0.385720, 0.193766, 1.765632, 
0.229837, 0.075626, 0.383307, 0.062202, 0.249028, 0.553580, 0.223315, 2.283675, 
0.146396, 0.324904, 0.184921, 0.308858, 0.034921, 0.384808, 0.192144, 1.775792, 
0.020918, 0.275712, 0.212565, 0.098314, 0.392492, 0.710057, 0.267816, 2.488484, 
0.154049, 0.012904, 0.303544, 0.252896, 0.276607, 0.575905, 0.222482, 2.392574, 
0.127288, 0.249605, 0.159747, 0.187364, 0.275997, 0.582438, 0.229050, 2.352494, 
0.303724, 0.077261, 0.286466, 0.092183, 0.240367, 0.520014, 0.213844, 2.227863, 
0.000837, 0.227447, 0.260531, 0.244240, 0.266946, 0.609843, 0.235730, 2.402085, 
0.164486, 0.093170, 0.328474, 0.376042, 0.037828, 0.382264, 0.186447, 1.816403, 
0.276873, 0.298138, 0.233269, 0.127670, 0.064051, 0.388321, 0.192663, 1.789240, 
0.277515, 0.306818, 0.093705, 0.170019, 0.151944, 0.445475, 0.200517, 2.004191, 
0.324220, 0.302820, 0.066809, 0.147891, 0.158260, 0.438135, 0.200206, 1.970642, 
0.026415, 0.121914, 0.262642, 0.359826, 0.229203, 0.564365, 0.220049, 2.366580, 
0.144380, 0.348772, 0.131071, 0.096054, 0.279722, 0.587129, 0.236066, 2.302442, 
0.096602, 0.264491, 0.389249, 0.017399, 0.232258, 0.581714, 0.236009, 2.280055, 
0.020964, 0.346653, 0.200470, 0.299693, 0.132220, 0.494766, 0.214425, 2.104078, 
0.223406, 0.155565, 0.042653, 0.294258, 0.284119, 0.548085, 0.220720, 2.285636, 
0.163732, 0.275184, 0.246366, 0.220805, 0.093913, 0.434864, 0.198007, 1.976011, 
0.073965, 0.241521, 0.189372, 0.279581, 0.215560, 0.544657, 0.218471, 2.293470, 
0.090652, 0.131779, 0.282353, 0.248073, 0.247143, 0.570577, 0.221980, 2.373981, 
0.143245, 0.315479, 0.079458, 0.128974, 0.332844, 0.622831, 0.245317, 2.361146, 
0.317478, 0.155017, 0.316732, 0.131082, 0.079692, 0.392158, 0.191157, 1.823410, 
0.103523, 0.058266, 0.567373, 0.217148, 0.053690, 0.434608, 0.211184, 1.851501, 
0.196634, 0.233715, 0.278569, 0.139023, 0.152059, 0.478228, 0.205602, 2.113936, 
0.095286, 0.256308, 0.110408, 0.314142, 0.223857, 0.538843, 0.218128, 2.270428, 
0.004921, 0.036266, 0.404929, 0.277836, 0.276047, 0.618767, 0.235432, 2.443023, 
0.163286, 0.349667, 0.145223, 0.233256, 0.108568, 0.440851, 0.201371, 1.972732, 
0.111981, 0.204386, 0.324492, 0.003258, 0.355882, 0.669848, 0.255529, 2.450791, 
0.307911, 0.048483, 0.288970, 0.209510, 0.145127, 0.436655, 0.194132, 2.024674, 
0.297125, 0.092170, 0.073733, 0.284690, 0.252283, 0.505653, 0.209563, 2.204842, 
0.529665, 0.086701, 0.338950, 0.040610, 0.004074, 0.284750, 0.189847, 1.270234, 
0.108701, 0.069213, 0.089033, 0.026266, 0.706786, 0.925456, 0.346357, 2.546090, 
0.331761, 0.225925, 0.317986, 0.057431, 0.066897, 0.384820, 0.194440, 1.754890, 
0.334102, 0.121242, 0.193755, 0.227343, 0.123557, 0.407565, 0.188154, 1.934404, 
0.193332, 0.329036, 0.300987, 0.088014, 0.088630, 0.436253, 0.205034, 1.915065, 
0.380163, 0.016187, 0.176040, 0.057690, 0.369920, 0.595617, 0.238818, 2.311460, 
0.067782, 0.329748, 0.005795, 0.245620, 0.351055, 0.644511, 0.253954, 2.366223, 
0.012514, 0.450587, 0.006883, 0.064186, 0.465831, 0.762424, 0.298158, 2.410878, 
0.225110, 0.260961, 0.088652, 0.125138, 0.300139, 0.576091, 0.230692, 2.308231, 
0.194944, 0.177352, 0.141055, 0.459230, 0.027419, 0.351074, 0.180244, 1.705876, 
0.298602, 0.143013, 0.271162, 0.078750, 0.208473, 0.497720, 0.209272, 2.169999, 
0.425865, 0.053567, 0.285297, 0.103605, 0.131667, 0.402715, 0.193908, 1.851979, 
0.301339, 0.274882, 0.090589, 0.313003, 0.020186, 0.326544, 0.180078, 1.571231, 
0.033419, 0.228463, 0.413266, 0.039517, 0.285335, 0.638585, 0.249303, 2.386593, 
0.210313, 0.281347, 0.133092, 0.310409, 0.064839, 0.387583, 0.188207, 1.827683, 
0.152504, 0.139221, 0.270849, 0.299040, 0.138386, 0.466091, 0.198205, 2.131588, 
0.278303, 0.132720, 0.271879, 0.105515, 0.211582, 0.503439, 0.209385, 2.196141, 
0.033725, 0.411496, 0.235937, 0.243746, 0.075096, 0.454104, 0.212791, 1.929144, 
0.218785, 0.269321, 0.148891, 0.251586, 0.111417, 0.426275, 0.193987, 1.972685, 
0.201666, 0.347311, 0.297636, 0.129664, 0.023723, 0.380980, 0.198172, 1.702461, 
0.104664, 0.251689, 0.224369, 0.202384, 0.216894, 0.545217, 0.219426, 2.286048, 
0.022635, 0.057403, 0.075005, 0.386175, 0.458782, 0.729690, 0.272268, 2.519908, 
0.358787, 0.201561, 0.012275, 0.016217, 0.411160, 0.629563, 0.254454, 2.302827, 
0.271403, 0.055433, 0.256397, 0.034235, 0.382532, 0.640576, 0.247007, 2.416837, 
0.202377, 0.272496, 0.214526, 0.060841, 0.249760, 0.554823, 0.224816, 2.273963, 
0.034519, 0.281307, 0.287879, 0.345118, 0.051177, 0.429249, 0.201641, 1.912554, 
0.403700, 0.161760, 0.046296, 0.334837, 0.053407, 0.319792, 0.177834, 1.553087, 
0.408948, 0.329761, 0.089723, 0.017997, 0.153570, 0.423180, 0.202561, 1.873910, 
0.275014, 0.133973, 0.172353, 0.279181, 0.139478, 0.430675, 0.190822, 2.028462, 
0.020369, 0.209229, 0.280521, 0.249992, 0.239889, 0.584244, 0.228386, 2.367237, 
0.125642, 0.073034, 0.172566, 0.460700, 0.168058, 0.478192, 0.198978, 2.184117, 
0.067010, 0.015618, 0.050992, 0.423450, 0.442930, 0.701222, 0.264716, 2.484252, 
0.113971, 0.356858, 0.145069, 0.158212, 0.225891, 0.549943, 0.226047, 2.239993, 
0.227923, 0.143905, 0.128819, 0.334141, 0.165211, 0.456734, 0.195693, 2.111131, 
0.231008, 0.216490, 0.297154, 0.065447, 0.189901, 0.504503, 0.212484, 2.169124, 
0.079891, 0.073262, 0.318696, 0.278181, 0.249971, 0.574643, 0.222246, 2.389433, 
0.129218, 0.016409, 0.283619, 0.245066, 0.325689, 0.619872, 0.234203, 2.460567, 
0.090345, 0.393568, 0.010776, 0.140014, 0.365297, 0.658291, 0.261407, 2.351474, 
0.001375, 0.233751, 0.254145, 0.133204, 0.377524, 0.702848, 0.263456, 2.502310, 
0.065778, 0.412724, 0.106360, 0.199266, 0.215871, 0.550544, 0.230098, 2.203165, 
0.180943, 0.339739, 0.337376, 0.096809, 0.045133, 0.407411, 0.203766, 1.785433, 
0.228996, 0.260851, 0.175067, 0.181682, 0.153403, 0.462375, 0.201210, 2.081289, 
0.019526, 0.292735, 0.136002, 0.359663, 0.192074, 0.532826, 0.219205, 2.231821, 
0.206021, 0.071748, 0.233821, 0.221074, 0.267337, 0.554321, 0.217721, 2.345758, 
0.099719, 0.173250, 0.002215, 0.396183, 0.328634, 0.605695, 0.238135, 2.360405, 
0.335256, 0.343949, 0.162004, 0.044079, 0.114712, 0.414816, 0.199618, 1.859630, 
0.244324, 0.182991, 0.079922, 0.230702, 0.262061, 0.532518, 0.216290, 2.260474, 
0.169927, 0.100091, 0.171479, 0.311495, 0.247008, 0.538566, 0.213173, 2.321902, 
0.273344, 0.307371, 0.128027, 0.018311, 0.272948, 0.552852, 0.227920, 2.234347, 
0.276381, 0.129310, 0.277094, 0.066250, 0.250964, 0.537433, 0.218296, 2.262216, 
0.201818, 0.323559, 0.082602, 0.205528, 0.186493, 0.489135, 0.209970, 2.121895, 
0.465486, 0.107515, 0.107651, 0.140163, 0.179185, 0.417355, 0.196357, 1.903448, 
0.157296, 0.026119, 0.295021, 0.244300, 0.277264, 0.575885, 0.222526, 2.392015, 
0.364626, 0.077772, 0.051287, 0.108482, 0.397833, 0.611595, 0.245538, 2.313265, 
0.293554, 0.396557, 0.295346, 0.014408, 0.000136, 0.347405, 0.199967, 1.519271, 
0.214355, 0.443182, 0.199077, 0.119440, 0.023946, 0.374418, 0.200296, 1.651648, 
0.060825, 0.238486, 0.223037, 0.111952, 0.365699, 0.677963, 0.256392, 2.474193, 
0.249213, 0.006051, 0.335894, 0.315927, 0.092915, 0.406114, 0.188739, 1.920717, 
0.182629, 0.296744, 0.274072, 0.131615, 0.114941, 0.454356, 0.204276, 2.010795, 
0.191759, 0.004844, 0.282293, 0.295926, 0.225177, 0.521889, 0.208906, 2.289491, 
0.158678, 0.028021, 0.137696, 0.624842, 0.050762, 0.364576, 0.182419, 1.759556, 
0.078230, 0.135186, 0.345529, 0.220507, 0.220548, 0.558786, 0.220864, 2.332593, 
0.311437, 0.228633, 0.023487, 0.135545, 0.300898, 0.549224, 0.226419, 2.233141, 
0.226637, 0.029832, 0.267380, 0.204467, 0.271683, 0.554735, 0.218409, 2.340263, 
0.097408, 0.439808, 0.155452, 0.252567, 0.054764, 0.416977, 0.205622, 1.815842, 
0.210573, 0.337001, 0.054714, 0.351645, 0.046067, 0.366489, 0.188668, 1.711407, 
0.176667, 0.019938, 0.068445, 0.273879, 0.461070, 0.698165, 0.264980, 2.470245, 
0.116620, 0.415162, 0.185386, 0.079149, 0.203682, 0.540756, 0.228556, 2.175199, 
